2021-11-15 18:47:21,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:47:28,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:47:36,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:47:43,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:47:50,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:47:57,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:48:05,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:48:12,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:48:19,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:48:26,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:48:32,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:48:40,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:48:47,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:48:54,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:49:01,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:49:09,3,Binance Coin,638.5,-1.27,106942565999
2021-11-15 18:49:16,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:49:22,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:49:30,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:49:36,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:49:43,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:49:50,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:49:57,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:50:04,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:50:11,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:50:18,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:50:25,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:50:32,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:50:39,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:50:46,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:50:53,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:51:00,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:51:08,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:51:15,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:51:22,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:51:29,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:51:37,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:51:44,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:51:51,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 18:51:59,3,Binance Coin,636.56,-1.57,106942565999
2021-11-15 21:50:10,3,Binance Coin,637.49,-2.08,107142721998
2021-11-15 21:50:17,3,Binance Coin,637.49,-2.08,107142721998
2021-11-15 21:50:24,3,Binance Coin,637.49,-2.08,107142721998
2021-11-15 21:50:32,3,Binance Coin,637.49,-2.08,107142721998
2021-11-15 21:50:38,3,Binance Coin,637.49,-2.08,107142721998
2021-11-15 21:50:46,3,Binance Coin,637.49,-2.08,107142721998
2021-11-15 21:50:53,3,Binance Coin,637.49,-2.08,107142721998
2021-11-15 21:50:59,3,Binance Coin,637.49,-2.08,107142721998
2021-11-15 21:51:06,3,Binance Coin,637.49,-2.08,107142721998
